epoch,acc,loss,val_acc,val_loss
0,0.777904033927,0.429626829523,0.909955387137,0.22043516101
1,0.921127263457,0.195606287968,0.92742860743,0.180559082888
2,0.934321467232,0.165357254911,0.936151818505,0.161288096303
3,0.944627273562,0.142640104035,0.939401824027,0.15372391544
4,0.950442006412,0.128421609639,0.939464325884,0.156489220514
5,0.956412991642,0.113721620192,0.937330389129,0.163143814541
6,0.960540219343,0.103931354675,0.931223246136,0.1759874842
7,0.964200930537,0.0941016678449,0.933616105999,0.176343474404
8,0.969415211917,0.081874153502,0.935544683997,0.1808305718
